Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
F9,8,45,0.691358024691358
B9,8,19,0.6481481481481481
B7,30,36,0.6481481481481481
F8,7,11,0.6296296296296297
B10,11,13,0.6234567901234568
B8,27,57,0.6111111111111112
