Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
L9,21,55,0.7121212121212122
L10,36,53,0.696969696969697
B8,32,47,0.6818181818181818
C9,26,60,0.6666666666666666
B9,18,59,0.6590909090909091
I5,25,38,0.6515151515151515
B10,26,54,0.6515151515151515
I7,7,9,0.6287878787878788
I6,4,4,0.6136363636363636
L8,5,10,0.5984848484848485
