Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
L9,10,48,0.7045454545454546
B9,19,55,0.6742424242424242
B8,14,26,0.6742424242424242
I5,1,6,0.6590909090909091
L10,19,54,0.6515151515151515
B10,36,44,0.6363636363636364
I7,2,23,0.6212121212121212
I6,41,44,0.6212121212121212
C9,29,35,0.6136363636363636
L8,32,35,0.5984848484848485
