Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
F9,9,60,0.6481481481481481
B9,27,29,0.6419753086419753
B7,3,3,0.6419753086419753
B10,31,48,0.6358024691358025
B8,17,27,0.6111111111111112
F8,7,10,0.6049382716049383
