Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
C7,48,48,0.6911764705882353
C5,45,48,0.6911764705882353
C6,24,26,0.6838235294117647
D10,50,56,0.6617647058823529
C4,18,58,0.6544117647058824
C8,31,39,0.6470588235294118
D9,1,32,0.6397058823529411
D8,39,42,0.6397058823529411
C3,36,60,0.625
