Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
B'6,2,17,0.7151162790697675
F'7,20,20,0.7034883720930233
C'9,0,2,0.6627906976744186
C'8,35,55,0.6627906976744186
C'7,28,31,0.6627906976744186
C'6,31,50,0.6627906976744186
F'9,11,14,0.6569767441860465
F'8,38,43,0.6569767441860465
F'6,32,48,0.6569767441860465
B'7,11,24,0.6511627906976745
B'8,30,32,0.6453488372093024
