Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
B'8,18,21,0.6893939393939394
C'9,19,35,0.6212121212121212
C'8,38,46,0.6212121212121212
B'9,8,11,0.6136363636363636
