Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
C'11,3,33,0.6813186813186813
A'12,14,19,0.6593406593406593
A'10,1,22,0.6373626373626373
C'10,44,49,0.6318681318681318
A'11,1,14,0.6263736263736264
