Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
B'10,33,36,0.6972972972972973
B'9,33,35,0.6756756756756757
B'8,26,34,0.6756756756756757
C'8,27,27,0.6756756756756757
I'9,9,9,0.6756756756756757
C'10,9,38,0.654054054054054
I'7,26,58,0.6486486486486487
I'8,37,53,0.6378378378378379
C'9,9,35,0.6324324324324324
