Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
B'10,10,12,0.6756756756756757
B'8,15,53,0.6756756756756757
I'9,0,18,0.6702702702702703
I'8,3,11,0.6648648648648648
I'7,7,15,0.6594594594594595
C'10,7,30,0.654054054054054
C'8,32,59,0.654054054054054
B'9,6,10,0.6486486486486487
C'9,7,27,0.6486486486486487
