Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
C'9,46,46,0.6666666666666666
B'8,23,27,0.6590909090909091
C'8,42,46,0.6363636363636364
B'9,30,30,0.6136363636363636
