Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
C'11,33,49,0.6538461538461539
A'10,23,44,0.6483516483516484
C'10,44,47,0.6428571428571429
A'12,0,37,0.6208791208791209
A'11,16,35,0.6208791208791209
