Channel Names,Optimal Time Windows Start,Optimal Time Windows End,Accuracy
F'7,8,22,0.6802325581395349
F'6,27,34,0.6744186046511628
C'8,0,2,0.6627906976744186
C'6,43,43,0.6627906976744186
B'7,50,54,0.6569767441860465
B'6,8,22,0.6569767441860465
C'9,6,14,0.6511627906976745
F'8,44,51,0.6511627906976745
C'7,9,33,0.6453488372093024
F'9,7,14,0.6453488372093024
B'8,5,22,0.6337209302325582
